Jahr,KW,Datum,SKU,POS_ID,Warengruppe,Preis,EK,VK_UVP,Verkäufe,Lagerbestand,Deckungsbeitrag,RW,Kalenderwoche,Monat,Saison
2024,36,2024-09-02,TSHIRT059,POS001,T-Shirts,24.36,16.14,29.27,23,40,189.06,1.67,20,May,Winter
2024,36,2024-09-02,TSHIRT060,POS001,T-Shirts,19.87,12.11,21.78,16,21,124.16,1.24,49,December,Winter
2024,36,2024-09-02,TSHIRT061,POS001,T-Shirts,24.83,17.61,28.84,20,39,144.4,1.86,13,March,Winter
2024,36,2024-09-02,TSHIRT062,POS001,T-Shirts,25.69,19.39,32.27,16,50,100.8,2.94,38,September,Herbst
2024,36,2024-09-02,TSHIRT063,POS001,T-Shirts,20.15,15.62,24.69,21,40,95.13,1.82,49,December,Winter
2024,36,2024-09-02,TSHIRT064,POS001,T-Shirts,31.77,18.7,34.27,25,51,326.75,1.96,46,November,Herbst
2024,36,2024-09-02,TSHIRT065,POS001,T-Shirts,20.81,14.89,27.66,1,24,5.92,12.0,49,December,Winter
2024,36,2024-09-02,TSHIRT066,POS001,T-Shirts,28.91,17.88,33.87,12,46,132.36,3.54,8,February,Winter
2024,36,2024-09-02,TSHIRT067,POS001,T-Shirts,15.38,12.09,21.75,4,15,13.16,3.0,43,October,Winter
2024,36,2024-09-02,TSHIRT068,POS001,T-Shirts,22.14,19.87,30.89,21,39,47.67,1.77,20,May,Winter
2024,36,2024-09-02,TSHIRT069,POS001,T-Shirts,26.42,18.78,37.06,8,29,61.12,3.22,33,August,Sommer
2024,36,2024-09-02,TSHIRT070,POS001,T-Shirts,16.68,10.83,17.33,7,7,40.95,0.88,26,June,Winter
2024,36,2024-09-02,TSHIRT071,POS001,T-Shirts,20.95,10.92,20.99,3,3,30.09,0.75,39,September,Herbst
2024,36,2024-09-02,TSHIRT072,POS001,T-Shirts,24.58,17.66,27.64,17,35,117.64,1.94,21,May,Winter
2024,36,2024-09-02,TSHIRT073,POS001,T-Shirts,25.33,18.5,31.2,4,31,27.32,6.2,49,December,Winter
2024,36,2024-09-02,TSHIRT074,POS001,T-Shirts,25.01,16.74,27.66,6,37,49.62,5.29,42,October,Winter
2024,36,2024-09-02,TSHIRT075,POS001,T-Shirts,20.44,16.98,27.6,18,31,62.28,1.63,43,October,Winter
2024,36,2024-09-02,TSHIRT076,POS001,T-Shirts,17.26,10.96,20.58,10,13,63.0,1.18,41,October,Winter
2024,36,2024-09-02,TSHIRT077,POS001,T-Shirts,14.97,10.6,17.05,22,24,96.14,1.04,9,February,Winter
2024,36,2024-09-02,TSHIRT078,POS001,T-Shirts,20.13,11.83,23.02,2,31,16.6,10.33,24,June,Winter
2024,36,2024-09-02,TSHIRT079,POS001,T-Shirts,17.66,13.0,22.03,10,31,46.6,2.82,37,September,Herbst
2024,36,2024-09-02,TSHIRT080,POS001,T-Shirts,22.58,17.43,27.38,23,51,118.45,2.12,49,December,Winter
2024,36,2024-09-02,TSHIRT081,POS001,T-Shirts,27.8,18.17,36.16,25,51,240.75,1.96,41,October,Winter
2024,36,2024-09-02,TSHIRT082,POS001,T-Shirts,28.66,19.84,36.55,13,30,114.66,2.14,17,April,Frühjahr
2024,36,2024-09-02,TSHIRT083,POS001,T-Shirts,15.2,11.22,19.78,22,59,87.56,2.57,24,June,Winter
2024,36,2024-09-02,TSHIRT084,POS001,T-Shirts,27.29,16.6,31.65,25,35,267.25,1.35,21,May,Winter
2024,36,2024-09-02,TSHIRT085,POS001,T-Shirts,13.44,10.87,18.25,2,5,5.14,1.67,39,September,Herbst
2024,36,2024-09-02,TSHIRT086,POS001,T-Shirts,28.15,16.95,33.39,23,40,257.6,1.67,41,October,Winter
2024,36,2024-09-02,TSHIRT087,POS001,T-Shirts,21.18,13.48,24.5,24,42,184.8,1.68,39,September,Herbst
2024,36,2024-09-02,TSHIRT088,POS001,T-Shirts,17.74,12.85,24.82,7,35,34.23,4.38,13,March,Winter
2024,36,2024-09-02,TSHIRT089,POS001,T-Shirts,21.03,17.16,28.65,14,34,54.18,2.27,11,March,Winter
2024,36,2024-09-02,TSHIRT090,POS001,T-Shirts,28.43,19.82,32.38,0,8,0.0,8.0,46,November,Herbst
2024,36,2024-09-02,TSHIRT091,POS001,T-Shirts,16.73,10.6,17.5,24,46,147.12,1.84,19,May,Winter
2024,36,2024-09-02,TSHIRT092,POS001,T-Shirts,25.51,14.37,27.88,21,27,233.94,1.23,11,March,Winter
2024,36,2024-09-02,TSHIRT093,POS001,T-Shirts,17.37,10.46,18.86,16,31,110.56,1.82,13,March,Winter
2024,36,2024-09-02,TSHIRT094,POS001,T-Shirts,13.39,10.07,17.47,18,19,59.76,1.0,46,November,Herbst
2024,36,2024-09-02,TSHIRT095,POS001,T-Shirts,20.79,14.93,24.15,7,22,41.02,2.75,45,November,Herbst
2024,36,2024-09-02,TSHIRT096,POS001,T-Shirts,22.77,14.47,28.71,7,26,58.1,3.25,1,December,Winter
2024,36,2024-09-02,TSHIRT097,POS001,T-Shirts,24.74,15.21,24.94,21,57,200.13,2.59,40,September,Herbst
2024,36,2024-09-02,TSHIRT098,POS001,T-Shirts,20.23,12.52,21.84,20,23,154.2,1.1,44,October,Winter
2024,36,2024-09-02,TSHIRT099,POS001,T-Shirts,20.57,19.07,28.95,22,37,33.0,1.61,19,May,Winter
2024,36,2024-09-02,TSHIRT100,POS001,T-Shirts,16.52,12.71,21.55,16,19,60.96,1.12,12,March,Winter
2024,37,2024-09-09,TSHIRT001,POS001,T-Shirts,23.36,12.83,24.26,24,26,252.72,1.04,8,February,Winter
2024,37,2024-09-09,TSHIRT002,POS001,T-Shirts,23.89,14.81,25.79,25,49,227.0,1.88,8,February,Winter
2024,37,2024-09-09,TSHIRT003,POS001,T-Shirts,12.41,10.69,17.36,19,58,32.68,2.9,45,November,Herbst
2024,37,2024-09-09,TSHIRT004,POS001,T-Shirts,16.86,11.66,17.79,10,48,52.0,4.36,12,March,Winter
2024,37,2024-09-09,TSHIRT005,POS001,T-Shirts,37.98,19.5,38.82,16,37,295.68,2.18,48,November,Herbst
2024,37,2024-09-09,TSHIRT006,POS001,T-Shirts,21.74,16.01,30.47,20,28,114.6,1.33,33,August,Sommer
2024,37,2024-09-09,TSHIRT007,POS001,T-Shirts,25.23,19.38,35.38,16,46,93.6,2.71,45,November,Herbst
2024,37,2024-09-09,TSHIRT008,POS001,T-Shirts,27.91,18.97,36.69,4,43,35.76,8.6,26,June,Winter
2024,37,2024-09-09,TSHIRT009,POS001,T-Shirts,15.31,12.25,21.38,10,32,30.6,2.91,39,September,Herbst
2024,37,2024-09-09,TSHIRT010,POS001,T-Shirts,15.16,11.45,20.19,1,5,3.71,2.5,28,July,Winter
2024,37,2024-09-09,TSHIRT011,POS001,T-Shirts,15.5,10.14,16.49,7,45,37.52,5.62,5,January,Winter
2024,37,2024-09-09,TSHIRT012,POS001,T-Shirts,22.21,18.81,30.8,19,40,64.6,2.0,8,February,Winter
2024,37,2024-09-09,TSHIRT013,POS001,T-Shirts,34.69,18.46,36.51,0,19,0.0,19.0,25,June,Winter
2024,37,2024-09-09,TSHIRT014,POS001,T-Shirts,23.96,17.11,28.75,25,51,171.25,1.96,27,June,Winter
2024,37,2024-09-09,TSHIRT015,POS001,T-Shirts,23.74,16.2,27.87,13,33,98.02,2.36,46,November,Herbst
2024,37,2024-09-09,TSHIRT016,POS001,T-Shirts,17.32,10.04,17.61,6,27,43.68,3.86,23,June,Winter
2024,37,2024-09-09,TSHIRT017,POS001,T-Shirts,17.95,15.65,24.83,9,9,20.7,0.9,30,July,Winter
2024,37,2024-09-09,TSHIRT018,POS001,T-Shirts,17.11,12.92,20.89,25,30,104.75,1.15,45,November,Herbst
2024,37,2024-09-09,TSHIRT019,POS001,T-Shirts,20.48,13.05,20.55,6,44,44.58,6.29,47,November,Herbst
2024,37,2024-09-09,TSHIRT020,POS001,T-Shirts,14.16,10.94,17.94,3,6,9.66,1.5,23,June,Winter
2024,37,2024-09-09,TSHIRT021,POS001,T-Shirts,16.69,10.39,20.63,19,46,119.7,2.3,49,December,Winter
2024,37,2024-09-09,TSHIRT022,POS001,T-Shirts,21.27,13.24,23.05,19,31,152.57,1.55,47,November,Herbst
2024,37,2024-09-09,TSHIRT023,POS001,T-Shirts,19.21,15.79,24.77,21,41,71.82,1.86,20,May,Winter
2024,37,2024-09-09,TSHIRT024,POS001,T-Shirts,23.01,15.17,26.02,23,59,180.32,2.46,18,April,Frühjahr
2024,37,2024-09-09,TSHIRT025,POS001,T-Shirts,22.02,11.55,22.28,12,27,125.64,2.08,18,April,Frühjahr
2024,37,2024-09-09,TSHIRT026,POS001,T-Shirts,18.26,11.34,20.63,24,61,166.08,2.44,2,January,Winter
2024,37,2024-09-09,TSHIRT027,POS001,T-Shirts,23.75,14.53,26.03,2,28,18.44,9.33,4,January,Winter
2024,37,2024-09-09,TSHIRT028,POS001,T-Shirts,17.86,12.71,20.42,17,18,87.55,1.0,30,July,Winter
2024,37,2024-09-09,TSHIRT029,POS001,T-Shirts,15.03,11.47,17.88,18,40,64.08,2.11,33,August,Sommer
2024,37,2024-09-09,TSHIRT030,POS001,T-Shirts,22.81,16.65,26.5,15,27,92.4,1.69,36,September,Herbst
2024,37,2024-09-09,TSHIRT031,POS001,T-Shirts,28.04,17.19,33.8,20,51,217.0,2.43,18,April,Frühjahr
2024,37,2024-09-09,TSHIRT032,POS001,T-Shirts,31.2,18.49,33.89,24,38,305.04,1.52,37,September,Herbst
2024,37,2024-09-09,TSHIRT033,POS001,T-Shirts,25.55,19.96,32.58,0,4,0.0,4.0,19,May,Winter
2024,37,2024-09-09,TSHIRT034,POS001,T-Shirts,17.6,11.8,20.5,23,26,133.4,1.08,47,November,Herbst
2024,37,2024-09-09,TSHIRT035,POS001,T-Shirts,18.88,12.66,24.15,21,51,130.62,2.32,28,July,Winter
2024,37,2024-09-09,TSHIRT036,POS001,T-Shirts,29.82,19.03,32.34,10,16,107.9,1.45,40,September,Herbst
2024,37,2024-09-09,TSHIRT037,POS001,T-Shirts,22.91,15.15,25.3,24,34,186.24,1.36,20,May,Winter
2024,37,2024-09-09,TSHIRT038,POS001,T-Shirts,28.53,16.47,30.37,8,47,96.48,5.22,49,December,Winter
2024,37,2024-09-09,TSHIRT039,POS001,T-Shirts,27.52,19.81,32.06,8,26,61.68,2.89,33,August,Sommer
2024,37,2024-09-09,TSHIRT040,POS001,T-Shirts,20.78,14.71,26.97,10,47,60.7,4.27,12,March,Winter
2024,37,2024-09-09,TSHIRT041,POS001,T-Shirts,20.52,14.06,24.47,19,41,122.74,2.05,15,April,Frühjahr
2024,37,2024-09-09,TSHIRT042,POS001,T-Shirts,21.42,18.4,30.52,0,2,0.0,2.0,41,October,Winter
2024,37,2024-09-09,TSHIRT043,POS001,T-Shirts,28.83,18.97,31.88,9,16,88.74,1.6,39,September,Herbst
2024,37,2024-09-09,TSHIRT044,POS001,T-Shirts,21.29,13.8,22.11,7,39,52.43,4.88,2,January,Winter
2024,37,2024-09-09,TSHIRT045,POS001,T-Shirts,22.35,15.6,30.59,16,37,108.0,2.18,29,July,Winter
2024,37,2024-09-09,TSHIRT046,POS001,T-Shirts,27.24,18.48,29.11,25,56,219.0,2.15,41,October,Winter
2024,37,2024-09-09,TSHIRT047,POS001,T-Shirts,25.92,15.05,27.96,10,19,108.7,1.73,10,March,Winter
2024,37,2024-09-09,TSHIRT048,POS001,T-Shirts,14.78,10.19,19.34,4,34,18.36,6.8,2,January,Winter
2024,37,2024-09-09,TSHIRT049,POS001,T-Shirts,25.72,13.57,26.14,22,54,267.3,2.35,11,March,Winter
2024,37,2024-09-09,TSHIRT050,POS001,T-Shirts,25.73,17.18,33.12,21,48,179.55,2.18,13,March,Winter
2024,37,2024-09-09,TSHIRT051,POS001,T-Shirts,16.31,13.63,22.72,7,42,18.76,5.25,10,March,Winter
2024,37,2024-09-09,TSHIRT052,POS001,T-Shirts,15.56,11.41,17.76,17,27,70.55,1.5,14,March,Winter
2024,37,2024-09-09,TSHIRT053,POS001,T-Shirts,20.69,14.72,28.54,14,17,83.58,1.13,18,April,Frühjahr
2024,37,2024-09-09,TSHIRT054,POS001,T-Shirts,28.65,16.61,31.17,7,32,84.28,4.0,9,February,Winter
2024,37,2024-09-09,TSHIRT055,POS001,T-Shirts,13.18,11.38,17.53,8,26,14.4,2.89,39,September,Herbst
2024,37,2024-09-09,TSHIRT056,POS001,T-Shirts,27.71,16.77,33.37,11,24,120.34,2.0,28,July,Winter
2024,37,2024-09-09,TSHIRT057,POS001,T-Shirts,25.47,18.68,30.33,20,60,135.8,2.86,3,January,Winter
2024,37,2024-09-09,TSHIRT058,POS001,T-Shirts,22.57,15.46,26.31,0,24,0.0,24.0,20,May,Winter
2024,37,2024-09-09,TSHIRT059,POS001,T-Shirts,20.22,13.74,23.56,15,37,97.2,2.31,6,February,Winter
2024,37,2024-09-09,TSHIRT060,POS001,T-Shirts,30.79,19.24,32.05,3,20,34.65,5.0,27,June,Winter
2024,37,2024-09-09,TSHIRT061,POS001,T-Shirts,21.65,16.46,28.79,3,4,15.57,1.0,2,January,Winter
2024,37,2024-09-09,TSHIRT062,POS001,T-Shirts,25.67,16.14,30.72,13,43,123.89,3.07,29,July,Winter
2024,37,2024-09-09,TSHIRT063,POS001,T-Shirts,22.18,14.32,25.1,2,31,15.72,10.33,38,September,Herbst
2024,37,2024-09-09,TSHIRT064,POS001,T-Shirts,28.06,16.67,28.15,13,52,148.07,3.71,3,January,Winter
2024,37,2024-09-09,TSHIRT065,POS001,T-Shirts,28.85,18.34,33.4,13,47,136.63,3.36,16,April,Frühjahr
2024,37,2024-09-09,TSHIRT066,POS001,T-Shirts,18.42,12.89,19.5,23,30,127.19,1.25,30,July,Winter
2024,37,2024-09-09,TSHIRT067,POS001,T-Shirts,19.02,11.11,21.81,19,55,150.29,2.75,40,September,Herbst
2024,37,2024-09-09,TSHIRT068,POS001,T-Shirts,18.46,11.42,20.65,7,26,49.28,3.25,2,January,Winter
2024,37,2024-09-09,TSHIRT069,POS001,T-Shirts,27.05,16.0,29.62,14,51,154.7,3.4,17,April,Frühjahr
2024,37,2024-09-09,TSHIRT070,POS001,T-Shirts,18.87,13.8,24.72,22,24,111.54,1.04,41,October,Winter
2024,37,2024-09-09,TSHIRT071,POS001,T-Shirts,21.17,12.11,22.96,14,30,126.84,2.0,12,March,Winter
2024,37,2024-09-09,TSHIRT072,POS001,T-Shirts,17.62,12.1,23.55,22,58,121.44,2.52,35,August,Sommer
2024,37,2024-09-09,TSHIRT073,POS001,T-Shirts,30.46,18.51,33.28,1,23,11.95,11.5,43,October,Winter
2024,37,2024-09-09,TSHIRT074,POS001,T-Shirts,27.85,18.95,33.25,20,41,178.0,1.95,1,December,Winter
2024,37,2024-09-09,TSHIRT075,POS001,T-Shirts,30.67,17.44,31.84,19,49,251.37,2.45,45,November,Herbst
2024,37,2024-09-09,TSHIRT076,POS001,T-Shirts,29.52,18.6,36.66,16,35,174.72,2.06,15,April,Frühjahr
2024,37,2024-09-09,TSHIRT077,POS001,T-Shirts,18.59,10.89,21.14,13,20,100.1,1.43,26,June,Winter
2024,37,2024-09-09,TSHIRT078,POS001,T-Shirts,30.67,19.78,34.06,0,22,0.0,22.0,37,September,Herbst
2024,37,2024-09-09,TSHIRT079,POS001,T-Shirts,14.28,13.01,19.99,15,22,19.05,1.38,21,May,Winter
2024,37,2024-09-09,TSHIRT080,POS001,T-Shirts,15.23,10.94,19.93,0,19,0.0,19.0,49,December,Winter
2024,37,2024-09-09,TSHIRT081,POS001,T-Shirts,21.44,18.62,27.96,15,20,42.3,1.25,31,July,Winter
2024,37,2024-09-09,TSHIRT082,POS001,T-Shirts,24.66,18.76,30.52,2,26,11.8,8.67,25,June,Winter
2024,37,2024-09-09,TSHIRT083,POS001,T-Shirts,18.34,15.36,25.41,16,50,47.68,2.94,23,June,Winter
2024,37,2024-09-09,TSHIRT084,POS001,T-Shirts,25.88,18.86,32.86,9,16,63.18,1.6,24,June,Winter
2024,37,2024-09-09,TSHIRT085,POS001,T-Shirts,19.55,11.2,19.87,2,28,16.7,9.33,38,September,Herbst
2024,37,2024-09-09,TSHIRT086,POS001,T-Shirts,15.16,11.1,20.37,12,46,48.72,3.54,28,July,Winter
2024,37,2024-09-09,TSHIRT087,POS001,T-Shirts,17.78,10.58,20.74,7,37,50.4,4.62,21,May,Winter
2024,37,2024-09-09,TSHIRT088,POS001,T-Shirts,25.36,18.1,34.02,7,25,50.82,3.12,43,October,Winter
2024,37,2024-09-09,TSHIRT089,POS001,T-Shirts,15.82,12.92,20.91,19,23,55.1,1.15,18,April,Frühjahr
2024,37,2024-09-09,TSHIRT090,POS001,T-Shirts,24.36,14.72,27.73,22,42,212.08,1.83,36,September,Herbst
2024,37,2024-09-09,TSHIRT091,POS001,T-Shirts,14.82,10.97,20.48,1,40,3.85,20.0,35,August,Sommer
2024,37,2024-09-09,TSHIRT092,POS001,T-Shirts,12.14,10.09,17.15,25,40,51.25,1.54,45,November,Herbst
2024,37,2024-09-09,TSHIRT093,POS001,T-Shirts,24.28,17.66,27.0,13,24,86.06,1.71,9,February,Winter
2024,37,2024-09-09,TSHIRT094,POS001,T-Shirts,16.59,10.23,18.17,1,21,6.36,10.5,38,September,Herbst
2024,37,2024-09-09,TSHIRT095,POS001,T-Shirts,27.65,19.0,28.72,0,21,0.0,21.0,30,July,Winter
2024,37,2024-09-09,TSHIRT096,POS001,T-Shirts,16.97,12.06,18.24,6,8,29.46,1.14,44,October,Winter
2024,37,2024-09-09,TSHIRT097,POS001,T-Shirts,25.09,14.83,25.6,18,53,184.68,2.79,34,August,Sommer
2024,37,2024-09-09,TSHIRT098,POS001,T-Shirts,21.8,14.82,28.36,2,39,13.96,13.0,32,August,Sommer
2024,37,2024-09-09,TSHIRT099,POS001,T-Shirts,30.73,18.84,37.46,6,18,71.34,2.57,3,January,Winter
2024,37,2024-09-09,TSHIRT100,POS001,T-Shirts,18.26,13.54,22.62,1,6,4.72,3.0,3,January,Winter
2024,38,2024-09-16,TSHIRT001,POS001,T-Shirts,29.94,19.46,30.1,23,58,241.04,2.42,28,July,Winter
2024,38,2024-09-16,TSHIRT002,POS001,T-Shirts,32.51,18.21,34.02,3,24,42.9,6.0,44,October,Winter
2024,38,2024-09-16,TSHIRT003,POS001,T-Shirts,28.67,17.71,34.35,16,37,175.36,2.18,15,April,Frühjahr
2024,38,2024-09-16,TSHIRT004,POS001,T-Shirts,28.18,15.91,30.02,23,60,282.21,2.5,41,October,Winter
2024,38,2024-09-16,TSHIRT005,POS001,T-Shirts,38.31,19.68,39.22,24,57,447.12,2.28,23,June,Winter
2024,38,2024-09-16,TSHIRT006,POS001,T-Shirts,33.26,18.17,35.27,20,28,301.8,1.33,40,September,Herbst
2024,38,2024-09-16,TSHIRT007,POS001,T-Shirts,20.25,12.96,23.86,13,36,94.77,2.57,11,March,Winter
2024,38,2024-09-16,TSHIRT008,POS001,T-Shirts,31.01,18.02,35.34,5,24,64.95,4.0,48,November,Herbst
2024,38,2024-09-16,TSHIRT009,POS001,T-Shirts,21.91,17.48,27.82,10,37,44.3,3.36,32,August,Sommer
2024,38,2024-09-16,TSHIRT010,POS001,T-Shirts,21.83,16.56,28.72,6,28,31.62,4.0,36,September,Herbst
2024,38,2024-09-16,TSHIRT011,POS001,T-Shirts,17.73,11.27,20.52,14,15,90.44,1.0,33,August,Sommer
2024,38,2024-09-16,TSHIRT012,POS001,T-Shirts,14.92,11.46,19.02,16,47,55.36,2.76,24,June,Winter
2024,38,2024-09-16,TSHIRT013,POS001,T-Shirts,17.93,13.36,24.84,9,13,41.13,1.3,39,September,Herbst
2024,38,2024-09-16,TSHIRT014,POS001,T-Shirts,14.37,11.58,20.31,3,14,8.37,3.5,34,August,Sommer
2024,38,2024-09-16,TSHIRT015,POS001,T-Shirts,27.21,18.38,33.86,24,30,211.92,1.2,28,July,Winter
2024,38,2024-09-16,TSHIRT016,POS001,T-Shirts,16.01,11.1,20.95,15,19,73.65,1.19,37,September,Herbst
2024,38,2024-09-16,TSHIRT017,POS001,T-Shirts,23.01,15.44,23.67,23,62,174.11,2.58,7,February,Winter
2024,38,2024-09-16,TSHIRT018,POS001,T-Shirts,18.4,14.23,24.34,22,28,91.74,1.22,4,January,Winter
2024,38,2024-09-16,TSHIRT019,POS001,T-Shirts,24.79,17.48,26.91,6,15,43.86,2.14,37,September,Herbst
2024,38,2024-09-16,TSHIRT020,POS001,T-Shirts,16.11,11.68,21.61,0,10,0.0,10.0,1,December,Winter
2024,38,2024-09-16,TSHIRT021,POS001,T-Shirts,11.93,10.35,15.64,20,49,31.6,2.33,1,December,Winter
2024,38,2024-09-16,TSHIRT022,POS001,T-Shirts,25.43,17.6,34.25,7,28,54.81,3.5,47,November,Herbst
2024,38,2024-09-16,TSHIRT023,POS001,T-Shirts,27.1,18.26,30.37,17,44,150.28,2.44,20,May,Winter
2024,38,2024-09-16,TSHIRT024,POS001,T-Shirts,16.16,10.33,17.51,25,41,145.75,1.58,19,May,Winter
2024,38,2024-09-16,TSHIRT025,POS001,T-Shirts,24.16,15.68,28.19,6,7,50.88,1.0,29,July,Winter
2024,38,2024-09-16,TSHIRT026,POS001,T-Shirts,22.32,14.04,26.23,15,25,124.2,1.56,10,March,Winter
2024,38,2024-09-16,TSHIRT027,POS001,T-Shirts,23.94,19.98,30.48,25,32,99.0,1.23,18,April,Frühjahr
2024,38,2024-09-16,TSHIRT028,POS001,T-Shirts,15.62,10.97,19.88,5,21,23.25,3.5,28,July,Winter
2024,38,2024-09-16,TSHIRT029,POS001,T-Shirts,18.58,13.52,21.5,5,41,25.3,6.83,35,August,Sommer
2024,38,2024-09-16,TSHIRT030,POS001,T-Shirts,23.88,18.52,31.55,2,19,10.72,6.33,43,October,Winter
2024,38,2024-09-16,TSHIRT031,POS001,T-Shirts,17.76,12.69,20.69,16,56,81.12,3.29,47,November,Herbst
2024,38,2024-09-16,TSHIRT032,POS001,T-Shirts,22.0,15.13,27.04,18,54,123.66,2.84,31,July,Winter
2024,38,2024-09-16,TSHIRT033,POS001,T-Shirts,19.97,14.38,22.23,16,29,89.44,1.71,27,June,Winter
2024,38,2024-09-16,TSHIRT034,POS001,T-Shirts,19.69,13.59,21.09,13,32,79.3,2.29,11,March,Winter
2024,38,2024-09-16,TSHIRT035,POS001,T-Shirts,22.57,15.05,25.02,18,35,135.36,1.84,49,December,Winter
2024,38,2024-09-16,TSHIRT036,POS001,T-Shirts,17.5,11.59,21.39,24,29,141.84,1.16,49,December,Winter
2024,38,2024-09-16,TSHIRT037,POS001,T-Shirts,23.42,15.67,27.42,19,22,147.25,1.1,38,September,Herbst
2024,38,2024-09-16,TSHIRT038,POS001,T-Shirts,20.8,12.74,22.72,9,30,72.54,3.0,5,January,Winter
2024,38,2024-09-16,TSHIRT039,POS001,T-Shirts,19.34,14.2,24.19,12,50,61.68,3.85,8,February,Winter
2024,38,2024-09-16,TSHIRT040,POS001,T-Shirts,17.8,10.99,19.38,18,30,122.58,1.58,34,August,Sommer
2024,38,2024-09-16,TSHIRT041,POS001,T-Shirts,27.66,19.29,32.33,12,45,100.44,3.46,48,November,Herbst
2024,38,2024-09-16,TSHIRT042,POS001,T-Shirts,14.85,10.11,15.94,6,41,28.44,5.86,12,March,Winter
2024,38,2024-09-16,TSHIRT043,POS001,T-Shirts,22.21,15.88,29.77,22,28,139.26,1.22,38,September,Herbst
2024,38,2024-09-16,TSHIRT044,POS001,T-Shirts,17.53,14.28,24.78,22,51,71.5,2.22,1,December,Winter
2024,38,2024-09-16,TSHIRT045,POS001,T-Shirts,22.48,11.75,23.06,11,29,118.03,2.42,31,July,Winter
2024,38,2024-09-16,TSHIRT046,POS001,T-Shirts,19.66,12.6,22.87,14,27,98.84,1.8,4,January,Winter
2024,38,2024-09-16,TSHIRT047,POS001,T-Shirts,16.36,12.01,19.28,13,48,56.55,3.43,49,December,Winter
2024,38,2024-09-16,TSHIRT048,POS001,T-Shirts,34.65,19.2,35.27,25,50,386.25,1.92,45,November,Herbst
2024,38,2024-09-16,TSHIRT049,POS001,T-Shirts,17.76,11.18,22.12,1,1,6.58,0.5,50,December,Winter
2024,38,2024-09-16,TSHIRT050,POS001,T-Shirts,18.65,12.98,22.84,20,51,113.4,2.43,5,January,Winter
2024,38,2024-09-16,TSHIRT051,POS001,T-Shirts,15.84,12.25,21.27,14,30,50.26,2.0,30,July,Winter
2024,38,2024-09-16,TSHIRT052,POS001,T-Shirts,19.09,13.0,19.53,10,19,60.9,1.73,24,June,Winter
2024,38,2024-09-16,TSHIRT053,POS001,T-Shirts,28.12,17.25,29.03,16,31,173.92,1.82,3,January,Winter
2024,38,2024-09-16,TSHIRT054,POS001,T-Shirts,27.14,19.19,29.07,16,43,127.2,2.53,11,March,Winter
2024,38,2024-09-16,TSHIRT055,POS001,T-Shirts,26.57,14.53,28.1,24,58,288.96,2.32,45,November,Herbst
2024,38,2024-09-16,TSHIRT056,POS001,T-Shirts,25.95,19.8,32.58,14,28,86.1,1.87,4,January,Winter
2024,38,2024-09-16,TSHIRT057,POS001,T-Shirts,19.99,12.46,20.68,8,10,60.24,1.11,26,June,Winter
2024,38,2024-09-16,TSHIRT058,POS001,T-Shirts,27.27,17.81,32.88,12,23,113.52,1.77,27,June,Winter
2024,38,2024-09-16,TSHIRT059,POS001,T-Shirts,18.81,11.49,22.53,5,21,36.6,3.5,46,November,Herbst
2024,38,2024-09-16,TSHIRT060,POS001,T-Shirts,18.22,10.01,19.62,14,53,114.94,3.53,43,October,Winter
2024,38,2024-09-16,TSHIRT061,POS001,T-Shirts,21.09,17.53,27.63,1,20,3.56,10.0,27,June,Winter
2024,38,2024-09-16,TSHIRT062,POS001,T-Shirts,23.07,15.72,27.44,4,41,29.4,8.2,42,October,Winter
2024,38,2024-09-16,TSHIRT063,POS001,T-Shirts,24.56,17.25,26.75,13,48,95.03,3.43,50,December,Winter
2024,38,2024-09-16,TSHIRT064,POS001,T-Shirts,16.62,15.06,23.16,14,37,21.84,2.47,6,February,Winter
2024,38,2024-09-16,TSHIRT065,POS001,T-Shirts,23.65,12.97,25.15,1,32,10.68,16.0,15,April,Frühjahr
2024,38,2024-09-16,TSHIRT066,POS001,T-Shirts,26.48,16.92,33.05,16,36,152.96,2.12,30,July,Winter
2024,38,2024-09-16,TSHIRT067,POS001,T-Shirts,20.02,15.2,28.25,5,27,24.1,4.5,42,October,Winter
2024,38,2024-09-16,TSHIRT068,POS001,T-Shirts,23.55,16.07,25.71,22,59,164.56,2.57,37,September,Herbst
2024,38,2024-09-16,TSHIRT069,POS001,T-Shirts,13.73,12.76,19.48,14,23,13.58,1.53,37,September,Herbst
2024,38,2024-09-16,TSHIRT070,POS001,T-Shirts,15.84,11.13,21.7,3,4,14.13,1.0,42,October,Winter
2024,38,2024-09-16,TSHIRT071,POS001,T-Shirts,31.95,18.73,31.98,18,44,237.96,2.32,37,September,Herbst
2024,38,2024-09-16,TSHIRT072,POS001,T-Shirts,23.5,14.18,24.53,21,59,195.72,2.68,35,August,Sommer
2024,38,2024-09-16,TSHIRT073,POS001,T-Shirts,22.58,11.6,23.17,11,29,120.78,2.42,23,June,Winter
2024,38,2024-09-16,TSHIRT074,POS001,T-Shirts,16.82,10.38,19.61,25,58,161.0,2.23,6,February,Winter
2024,38,2024-09-16,TSHIRT075,POS001,T-Shirts,24.15,14.72,26.38,9,21,84.87,2.1,4,January,Winter
2024,38,2024-09-16,TSHIRT076,POS001,T-Shirts,17.02,12.52,21.95,7,23,31.5,2.88,18,April,Frühjahr
2024,38,2024-09-16,TSHIRT077,POS001,T-Shirts,21.01,12.01,22.17,23,55,207.0,2.29,9,February,Winter
